EarthPod Sensor Log
Created: Thu Jul 16 01:17:27 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Thu Sep 17 00:51:25 2020,6.208,45.886,13.612,12144.64,96.557585937,0,0.0,0.286,58.17,0
Thu Sep 17 00:51:32 2020,6.209,45.853,11.63,12139.52,96.558761718,0,0.0,0.314,57.0,0
Thu Sep 17 00:51:39 2020,6.209,45.886,12.965,12134.4,96.558222656,0,0.0,0.29,58.18,0
Thu Sep 17 00:51:46 2020,6.207,46.145,13.659,12139.52,96.558414062,0,0.0,0.51,52.41,0
Thu Sep 17 00:51:53 2020,6.21,46.163,12.998,12139.52,96.558679687,0,0.0,0.534,50.69,0
Thu Sep 17 00:52:00 2020,6.209,46.185,11.956,12154.88,96.558175781,0,0.0,0.44,52.09,0
Thu Sep 17 00:52:07 2020,6.207,46.515,13.926,12149.76,96.558210937,0,0.0,0.395,53.36,0
Thu Sep 17 00:52:14 2020,6.205,46.795,12.521,12134.4,96.5549375,0,0.0,0.336,52.62,0
Thu Sep 17 00:52:21 2020,6.209,47.049,11.662,12134.4,96.555566406,0,0.0,0.243,57.95,0
Thu Sep 17 00:52:28 2020,6.209,47.223,11.154,12129.28,96.557726562,0,0.0,0.338,54.81,0
Thu Sep 17 00:52:35 2020,6.207,47.23,12.443,12144.64,96.557394531,0,0.0,0.654,51.79,0
Thu Sep 17 00:52:42 2020,6.211,46.996,11.587,12170.24,96.555964843,0,0.0,0.512,49.75,0
Thu Sep 17 00:52:49 2020,6.206,46.697,12.406,12190.72,96.557769531,0,0.0,0.45,51.42,0
Thu Sep 17 00:52:56 2020,6.209,46.568,12.063,12257.28,96.554570312,0,0.0,0.244,56.73,0
Thu Sep 17 00:53:03 2020,6.21,46.545,11.219,12149.76,96.556191406,0,0.0,0.245,58.38,0
Thu Sep 17 00:53:10 2020,6.209,46.588,11.004,12180.48,96.555773437,0,0.0,0.632,53.25,0
Thu Sep 17 00:53:17 2020,6.208,46.057,11.738,12119.04,96.559257812,0,0.0,0.73,51.34,0
Thu Sep 17 00:53:24 2020,6.209,45.611,11.401,12134.4,96.556171875,0,0.0,0.574,51.33,0
Thu Sep 17 00:53:31 2020,6.21,45.312,12.071,12195.84,96.557160156,0,0.0,0.45,52.05,0
Thu Sep 17 00:53:38 2020,6.208,45.808,10.748,12083.2,96.554238281,0,0.0,0.588,51.74,0
Thu Sep 17 00:53:45 2020,6.209,45.765,11.219,12093.44,96.556300781,0,0.0,0.381,52.47,0
Thu Sep 17 00:53:52 2020,6.207,45.415,12.756,12067.84,96.556398437,0,0.0,0.48,52.43,0
Thu Sep 17 00:53:59 2020,6.207,45.458,13.447,12011.52,96.558453125,0,0.0,0.322,55.36,0
Thu Sep 17 00:54:06 2020,6.209,45.143,12.918,12006.4,96.561789062,0,0.0,0.577,52.58,0
Thu Sep 17 00:54:13 2020,6.211,44.939,11.83,12016.64,96.55728125,0,0.0,0.177,59.0,0
Thu Sep 17 00:54:20 2020,6.211,45.279,12.213,12001.28,96.557625,0,0.0,0.293,56.55,0
Thu Sep 17 00:54:27 2020,6.212,45.438,12.95,11965.44,96.55790625,0,0.0,0.406,51.24,0
Thu Sep 17 00:54:34 2020,6.211,45.551,11.145,11944.96,96.559765625,0,0.0,0.546,49.96,0
Thu Sep 17 00:54:41 2020,6.208,45.538,10.124,11898.88,96.556484375,0,0.0,0.414,51.16,0
Thu Sep 17 00:54:48 2020,6.21,45.561,9.848,11847.68,96.552160156,0,0.0,0.462,51.17,0
Thu Sep 17 00:54:55 2020,6.208,45.347,11.573,11806.72,96.559796875,0,0.0,0.566,52.18,0
Thu Sep 17 00:55:02 2020,6.21,45.188,11.859,11755.52,96.560214843,0,0.0,0.768,49.46,0
Thu Sep 17 00:55:09 2020,6.212,44.944,12.611,11714.56,96.55953125,0,0.0,0.58,48.6,0
Thu Sep 17 00:55:17 2020,6.21,44.881,11.99,11663.36,96.5599375,0,0.0,0.232,55.63,0
Thu Sep 17 00:55:24 2020,6.209,45.08,11.845,11591.68,96.556527343,0,0.0,0.212,57.98,0
Thu Sep 17 00:55:31 2020,6.21,45.214,10.598,11591.68,96.557554687,0,0.0,0.543,53.03,0
Thu Sep 17 00:55:38 2020,6.209,44.939,10.987,11560.96,96.559074218,0,0.0,0.241,57.62,0
Thu Sep 17 00:55:45 2020,6.207,45.163,10.986,11535.36,96.559113281,0,0.0,0.262,57.72,0
Thu Sep 17 00:55:52 2020,6.21,45.166,11.967,11535.36,96.558472656,0,0.0,0.387,54.19,0
Thu Sep 17 00:55:59 2020,6.209,45.204,11.59,11468.8,96.559453125,0,0.0,0.539,52.61,0
Thu Sep 17 00:56:06 2020,6.206,44.904,11.891,11432.96,96.559019531,0,0.0,0.195,59.31,0
Thu Sep 17 00:56:13 2020,6.21,45.078,11.984,11427.84,96.557839843,0,0.0,0.502,53.87,0
Thu Sep 17 00:56:20 2020,6.21,44.894,12.648,11417.6,96.559234375,0,0.0,0.41,52.83,0
Thu Sep 17 00:56:27 2020,6.21,44.811,12.088,11407.36,96.559039062,0,0.0,0.225,58.79,0
Thu Sep 17 00:56:34 2020,6.21,45.0,12.58,11402.24,96.559207031,0,0.0,0.368,54.24,0
Thu Sep 17 00:56:41 2020,6.21,44.876,11.895,11386.88,96.557722656,0,0.0,0.246,58.05,0
Thu Sep 17 00:56:48 2020,6.207,45.1,11.68,11386.88,96.559546875,0,0.0,0.233,58.84,0
Thu Sep 17 00:56:55 2020,6.208,45.274,12.258,11422.72,96.558109375,0,0.0,0.272,58.1,0
Thu Sep 17 00:57:02 2020,6.208,45.261,11.439,11443.2,96.560671875,0,0.0,0.414,54.01,0
Thu Sep 17 00:57:09 2020,6.208,45.249,11.767,11453.44,96.556957031,0,0.0,0.262,58.09,0
Thu Sep 17 00:57:16 2020,6.212,45.352,11.888,11484.16,96.555816406,0,0.0,0.372,53.2,0
Thu Sep 17 00:57:23 2020,6.207,45.47,11.209,11489.28,96.560714843,0,0.0,0.407,51.66,0
Thu Sep 17 00:57:30 2020,6.209,45.453,12.242,11499.52,96.559078125,0,0.0,0.423,52.48,0
Thu Sep 17 00:57:37 2020,6.21,45.395,12.118,11494.4,96.557234375,0,0.0,0.285,57.25,0
Thu Sep 17 00:57:44 2020,6.207,45.176,12.034,11504.64,96.558308593,0,0.0,0.237,58.7,0
Thu Sep 17 00:57:51 2020,6.208,45.274,13.796,11509.76,96.563734375,0,0.0,0.256,58.15,0
Thu Sep 17 00:57:58 2020,6.21,45.327,15.315,11494.4,96.561179687,0,0.0,0.293,56.55,0
Thu Sep 17 00:58:05 2020,6.209,45.103,13.626,11494.4,96.559605468,0,0.0,0.391,53.19,0
Thu Sep 17 00:58:12 2020,6.209,44.984,11.625,11509.76,96.559550781,0,0.0,0.317,55.49,0
Thu Sep 17 00:58:19 2020,6.209,45.093,12.49,11525.12,96.561300781,0,0.0,0.288,57.18,0
Thu Sep 17 00:58:26 2020,6.208,44.974,15.333,11535.36,96.560222656,0,0.0,0.36,53.58,0
Thu Sep 17 00:58:33 2020,6.207,45.108,15.167,11545.6,96.558703125,0,0.0,0.193,59.69,0
Thu Sep 17 00:58:41 2020,6.209,45.453,14.308,11555.84,96.554699218,0,0.0,0.187,60.22,0
Thu Sep 17 00:58:48 2020,6.206,45.732,14.428,11550.72,96.554230468,0,0.0,0.212,59.57,0
Thu Sep 17 00:58:55 2020,6.207,45.76,12.834,11535.36,96.555914062,0,0.0,0.185,60.37,0
Thu Sep 17 00:59:02 2020,6.207,45.969,13.156,11535.36,96.557929687,0,0.0,0.178,61.09,0
Thu Sep 17 00:59:09 2020,6.208,46.223,11.515,11535.36,96.554386718,0,0.0,0.202,60.6,0
Thu Sep 17 00:59:16 2020,6.205,46.311,10.11,11504.64,96.555496093,0,0.0,0.194,60.93,0
Thu Sep 17 00:59:23 2020,6.209,46.193,10.661,11489.28,96.555320312,0,0.0,0.484,54.49,0
Thu Sep 17 00:59:30 2020,6.208,45.873,10.565,11530.24,96.553710937,0,0.0,0.3,56.83,0
Thu Sep 17 00:59:37 2020,6.208,45.689,10.859,11545.6,96.555160156,0,0.0,0.291,56.81,0
Thu Sep 17 00:59:44 2020,6.209,45.637,11.444,11463.68,96.552949218,0,0.0,0.315,56.3,0
Thu Sep 17 00:59:51 2020,6.209,45.574,10.926,11443.2,96.552984375,0,0.0,0.244,58.54,0
Thu Sep 17 00:59:58 2020,6.208,45.541,10.299,11417.6,96.551589843,0,0.0,0.317,56.48,0
Thu Sep 17 01:00:05 2020,6.21,45.453,10.74,11397.12,96.553386718,0,0.0,0.235,58.96,0
Thu Sep 17 01:00:12 2020,6.207,45.531,10.641,11366.4,96.556265625,0,0.0,0.363,55.03,0
Thu Sep 17 01:00:19 2020,6.207,45.397,10.859,11340.8,96.549273437,0,0.0,0.36,54.57,0
Thu Sep 17 01:00:26 2020,6.211,45.485,10.989,11315.2,96.552515625,0,0.0,0.251,58.36,0
Thu Sep 17 01:00:33 2020,6.208,45.493,11.647,11279.36,96.551558593,0,0.0,0.319,56.59,0
Thu Sep 17 01:00:40 2020,6.208,45.314,10.83,11223.04,96.552199218,0,0.0,0.222,59.21,0
Thu Sep 17 01:00:47 2020,6.211,45.433,12.245,11166.72,96.551457031,0,0.0,0.425,53.95,0
Thu Sep 17 01:00:54 2020,6.208,45.375,11.685,11074.56,96.552203125,0,0.0,0.745,50.69,0
Thu Sep 17 01:01:01 2020,6.21,45.402,10.49,11059.2,96.55875,0,0.0,0.687,50.57,0
Thu Sep 17 01:01:08 2020,6.211,45.219,11.071,11100.16,96.558898437,0,0.0,0.493,51.48,0
Thu Sep 17 01:01:15 2020,6.205,45.13,10.258,11084.8,96.559722656,0,0.0,0.453,52.35,0
Thu Sep 17 01:01:22 2020,6.206,45.032,11.56,11043.84,96.557941406,0,0.0,0.358,53.28,0
Thu Sep 17 01:01:29 2020,6.209,45.186,10.176,11054.08,96.555925781,0,0.0,0.465,52.75,0
Thu Sep 17 01:01:36 2020,6.207,45.38,11.694,11059.2,96.561113281,0,0.0,0.185,59.55,0
Thu Sep 17 01:01:43 2020,6.209,45.689,11.116,11054.08,96.555359375,0,0.0,0.208,59.65,0
Thu Sep 17 01:01:50 2020,6.21,45.848,12.091,11059.2,96.5539375,0,0.0,0.212,59.39,0
Thu Sep 17 01:01:57 2020,6.207,45.861,11.708,11054.08,96.554566406,0,0.0,0.321,56.48,0
Thu Sep 17 01:02:05 2020,6.209,45.722,10.269,11069.44,96.553,0,0.0,0.374,53.85,0
Thu Sep 17 01:02:12 2020,6.208,45.866,10.911,11069.44,96.554734375,0,0.0,0.294,56.43,0
Thu Sep 17 01:02:19 2020,6.209,45.924,9.768,11054.08,96.556117187,0,0.0,0.355,54.3,0
Thu Sep 17 01:02:26 2020,6.205,45.901,9.535,11054.08,96.558019531,0,0.0,0.529,52.77,0
Thu Sep 17 01:02:33 2020,6.211,45.919,9.17,11048.96,96.554503906,0,0.0,0.29,56.87,0
Thu Sep 17 01:02:40 2020,6.21,46.012,10.874,11038.72,96.552425781,0,0.0,0.253,57.99,0
Thu Sep 17 01:02:47 2020,6.208,46.065,10.15,11038.72,96.553710937,0,0.0,0.439,53.84,0
Thu Sep 17 01:02:54 2020,6.209,45.961,12.672,11018.24,96.556152343,0,0.0,0.216,58.6,0
Thu Sep 17 01:03:01 2020,6.209,45.888,13.699,10977.28,96.557339843,0,0.0,0.314,56.78,0
Thu Sep 17 01:03:08 2020,6.206,45.75,12.028,10977.28,96.557195312,0,0.0,0.519,52.97,0
Thu Sep 17 01:03:15 2020,6.208,45.465,13.143,10895.36,96.559597656,0,0.0,0.524,51.83,0
Thu Sep 17 01:03:22 2020,6.207,45.327,11.451,10900.48,96.562578125,0,0.0,0.486,50.95,0
Thu Sep 17 01:03:29 2020,6.209,45.183,11.911,10905.6,96.557792968,0,0.0,0.756,52.01,0
Thu Sep 17 01:03:36 2020,6.211,44.637,10.368,10900.48,96.560039062,0,0.0,0.36,53.63,0
Thu Sep 17 01:03:43 2020,6.207,44.68,9.381,10839.04,96.55603125,0,0.0,0.382,53.64,0
Thu Sep 17 01:03:50 2020,6.208,44.556,10.499,10818.56,96.560410156,0,0.0,0.278,56.41,0
Thu Sep 17 01:03:57 2020,6.211,44.776,10.803,10782.72,96.557132812,0,0.0,0.248,57.4,0
Thu Sep 17 01:04:04 2020,6.21,44.803,10.481,10741.76,96.55709375,0,0.0,0.261,57.8,0
Thu Sep 17 01:04:11 2020,6.209,44.932,10.321,10695.68,96.556390625,0,0.0,0.259,58.05,0
Thu Sep 17 01:04:18 2020,6.209,45.06,10.749,10654.72,96.558335937,0,0.0,0.268,57.62,0
Thu Sep 17 01:04:25 2020,6.208,45.037,11.349,10618.88,96.558300781,0,0.0,0.218,59.59,0
Thu Sep 17 01:04:32 2020,6.209,45.06,11.46,10567.68,96.559046875,0,0.0,0.192,60.54,0
Thu Sep 17 01:04:39 2020,6.209,45.324,13.314,10516.48,96.560429687,0,0.0,0.249,58.73,0
Thu Sep 17 01:04:46 2020,6.208,45.282,14.35,10403.84,96.561621093,0,0.0,0.238,59.28,0
Thu Sep 17 01:04:53 2020,6.208,45.068,15.499,10316.8,96.561316406,0,0.0,0.256,58.69,0
Thu Sep 17 01:05:00 2020,6.21,44.909,14.817,10216.96,96.561863281,0,0.0,0.456,53.91,0
Thu Sep 17 01:05:07 2020,6.207,44.685,13.43,10119.68,96.561421875,0,0.0,0.488,53.31,0
Thu Sep 17 01:05:15 2020,6.209,44.758,11.698,10009.6,96.558113281,0,0.0,0.45,52.04,0
Thu Sep 17 01:05:22 2020,6.208,45.047,11.99,9881.6,96.558195312,0,0.0,0.376,52.55,0
Thu Sep 17 01:05:29 2020,6.208,45.161,11.064,9804.8,96.556875,0,0.0,0.372,53.91,0
Thu Sep 17 01:05:36 2020,6.206,45.264,11.95,9720.32,96.557097656,0,0.0,0.38,53.91,0
Thu Sep 17 01:05:43 2020,6.21,45.297,12.013,9630.72,96.5595,0,0.0,0.426,51.11,0
Thu Sep 17 01:05:50 2020,6.208,45.229,13.287,9528.32,96.558433593,0,0.0,0.563,51.08,0
Thu Sep 17 01:05:57 2020,6.205,45.04,13.023,9428.48,96.557277343,0,0.0,0.563,49.68,0
Thu Sep 17 01:06:04 2020,6.208,45.098,12.057,9305.6,96.556457031,0,0.0,0.537,51.44,0
Thu Sep 17 01:06:11 2020,6.207,45.161,11.97,9280.0,96.5551875,0,0.0,0.413,51.09,0
Thu Sep 17 01:06:18 2020,6.211,45.022,12.051,9239.04,96.558355468,0,0.0,0.486,51.25,0
Thu Sep 17 01:06:25 2020,6.212,44.969,11.961,9180.16,96.555414062,0,0.0,0.264,56.32,0
Thu Sep 17 01:06:32 2020,6.207,45.098,12.219,9118.72,96.551601562,0,0.0,0.297,55.68,0
Thu Sep 17 01:06:39 2020,6.211,45.251,10.337,9039.36,96.552933593,0,0.0,0.431,51.65,0
Thu Sep 17 01:06:46 2020,6.208,45.219,10.174,8962.56,96.552417968,0,0.0,0.347,52.28,0
Thu Sep 17 01:06:53 2020,6.208,45.327,11.131,8908.8,96.557074218,0,0.0,0.212,58.76,0
Thu Sep 17 01:07:00 2020,6.21,45.435,13.15,8824.32,96.555457031,0,0.0,0.269,57.43,0
Thu Sep 17 01:07:07 2020,6.209,45.377,12.406,8714.24,96.552546875,0,0.0,0.232,58.58,0
Thu Sep 17 01:07:14 2020,6.206,45.108,13.098,8637.44,96.554921875,0,0.0,0.289,57.1,0
Thu Sep 17 01:07:21 2020,6.205,44.974,11.842,8570.88,96.554875,0,0.0,0.303,56.51,0
Thu Sep 17 01:07:28 2020,6.209,44.75,11.801,8537.6,96.553414062,0,0.0,0.482,53.11,0
Thu Sep 17 01:07:35 2020,6.205,44.491,11.784,8483.84,96.554039062,0,0.0,0.63,51.81,0
Thu Sep 17 01:07:42 2020,6.208,44.499,12.597,8491.52,96.553503906,0,0.0,0.242,55.37,0
Thu Sep 17 01:07:49 2020,6.211,44.692,12.382,8465.92,96.553785156,0,0.0,0.275,56.57,0
Thu Sep 17 01:07:56 2020,6.207,44.922,12.805,8407.04,96.554746093,0,0.0,0.269,56.36,0
Thu Sep 17 01:08:03 2020,6.208,45.065,12.178,8355.84,96.5534375,0,0.0,0.216,58.81,0
Thu Sep 17 01:08:10 2020,6.21,45.088,13.351,8281.6,96.553664062,0,0.0,0.291,56.7,0
Thu Sep 17 01:08:17 2020,6.206,45.07,14.778,8186.88,96.556386718,0,0.0,0.239,57.74,0
Thu Sep 17 01:08:24 2020,6.21,44.549,13.711,8087.04,96.554714843,0,0.0,0.272,57.26,0
Thu Sep 17 01:08:32 2020,6.21,44.264,13.691,7946.24,96.556976562,0,0.0,0.407,53.26,0
Thu Sep 17 01:08:39 2020,6.21,44.156,14.328,7884.8,96.556425781,0,0.0,0.698,50.0,0
Thu Sep 17 01:08:46 2020,6.207,44.123,14.109,7877.12,96.553710937,0,0.0,0.698,48.57,0
Thu Sep 17 01:08:53 2020,6.21,43.919,12.802,7767.04,96.55428125,0,0.0,0.476,49.49,0
Thu Sep 17 01:09:00 2020,6.208,44.058,12.315,7720.96,96.552054687,0,0.0,0.336,53.79,0
Thu Sep 17 01:09:07 2020,6.208,44.066,11.239,7511.04,96.548964843,0,0.0,0.493,51.81,0
Thu Sep 17 01:09:14 2020,6.208,43.922,10.389,7365.12,96.54959375,0,0.0,0.472,50.81,0
Thu Sep 17 01:09:21 2020,6.205,43.794,10.906,6970.88,96.548722656,0,0.0,0.497,52.52,0
Thu Sep 17 01:09:28 2020,6.209,43.68,10.908,6909.44,96.552320312,0,0.0,0.62,51.21,0
Thu Sep 17 01:09:35 2020,6.209,43.632,10.491,7408.64,96.54921875,0,0.0,0.543,50.64,0
Thu Sep 17 01:09:42 2020,6.208,43.564,12.001,7006.72,96.55378125,0,0.0,0.327,52.97,0
Thu Sep 17 01:09:49 2020,6.21,43.527,11.73,6896.64,96.548835937,0,0.0,0.316,54.43,0
Thu Sep 17 01:09:56 2020,6.21,43.605,10.673,6673.92,96.550964843,0,0.0,0.229,57.19,0
Thu Sep 17 01:10:03 2020,6.209,43.597,11.703,6768.64,96.54984375,0,0.0,0.354,53.34,0
Thu Sep 17 01:10:10 2020,6.209,43.63,11.857,6507.52,96.548710937,0,0.0,0.288,55.41,0
Thu Sep 17 01:10:17 2020,6.206,43.471,11.55,6382.08,96.549726562,0,0.0,0.274,55.7,0
Thu Sep 17 01:10:24 2020,6.209,43.741,11.494,6297.6,96.548085937,0,0.0,0.398,52.26,0
Thu Sep 17 01:10:31 2020,6.207,43.668,11.273,6031.36,96.547585937,0,0.0,0.379,51.6,0
Thu Sep 17 01:10:38 2020,6.209,43.559,11.103,5831.68,96.547777343,0,0.0,0.432,51.18,0
Thu Sep 17 01:10:45 2020,6.207,43.446,12.017,5775.36,96.547992187,0,0.0,0.396,50.95,0
Thu Sep 17 01:10:52 2020,6.207,43.247,13.447,5698.56,96.5531875,0,0.0,0.324,53.4,0
Thu Sep 17 01:10:59 2020,6.211,43.033,14.218,5562.88,96.55,0,0.0,0.303,53.82,0
Thu Sep 17 01:11:06 2020,6.206,43.031,12.355,5396.48,96.550734375,0,0.0,0.276,54.48,0
Thu Sep 17 01:11:13 2020,6.21,42.993,12.86,5296.64,96.551011718,0,0.0,0.23,56.29,0
Thu Sep 17 01:11:20 2020,6.207,43.016,16.386,5181.44,96.549074218,0,0.0,0.258,55.91,0
Thu Sep 17 01:11:27 2020,6.206,42.761,15.704,5068.8,96.549234375,0,0.0,0.268,55.35,0
Thu Sep 17 01:11:34 2020,6.207,42.779,13.121,4968.96,96.549277343,0,0.0,0.229,56.69,0
Thu Sep 17 01:11:42 2020,6.209,42.857,14.77,4902.4,96.549113281,0,0.0,0.24,56.39,0
Thu Sep 17 01:11:49 2020,6.21,42.839,14.826,4789.76,96.548558593,0,0.0,0.2,57.72,0
Thu Sep 17 01:11:56 2020,6.207,42.943,13.217,4761.6,96.546925781,0,0.0,0.293,54.99,0
Thu Sep 17 01:12:03 2020,6.208,42.885,15.458,4679.68,96.55003125,0,0.0,0.226,56.28,0
Thu Sep 17 01:12:10 2020,6.208,42.907,16.741,4651.52,96.548859375,0,0.0,0.205,57.42,0
Thu Sep 17 01:12:17 2020,6.207,42.885,16.499,4531.2,96.547734375,0,0.0,0.186,58.37,0
Thu Sep 17 01:12:24 2020,6.209,42.958,15.798,4520.96,96.544863281,0,0.0,0.193,58.25,0
Thu Sep 17 01:12:31 2020,6.211,42.94,16.792,4469.76,96.547457031,0,0.0,0.202,58.08,0
Thu Sep 17 01:12:38 2020,6.21,42.792,12.942,4421.12,96.545761718,0,0.0,0.253,56.47,0
Thu Sep 17 01:12:45 2020,6.209,42.844,11.894,4382.72,96.545484375,0,0.0,0.219,57.06,0
Thu Sep 17 01:12:52 2020,6.209,43.023,10.61,4334.08,96.543296875,0,0.0,0.201,57.83,0
Thu Sep 17 01:12:59 2020,6.206,43.041,12.345,4295.68,96.54340625,0,0.0,0.2,58.0,0
Thu Sep 17 01:13:06 2020,6.209,43.079,12.512,4267.52,96.542507812,0,0.0,0.176,58.41,0
Thu Sep 17 01:13:13 2020,6.206,43.076,15.071,4224.0,96.544132812,0,0.0,0.216,57.51,0
Thu Sep 17 01:13:20 2020,6.206,43.315,14.288,4185.6,96.5438125,0,0.0,0.2,57.96,0
Thu Sep 17 01:13:27 2020,6.211,43.383,15.541,4160.0,96.544472656,0,0.0,0.369,52.68,0
Thu Sep 17 01:13:34 2020,6.205,43.275,15.234,4131.84,96.543730468,0,0.0,0.308,54.02,0
Thu Sep 17 01:13:41 2020,6.208,43.157,15.074,4108.8,96.546917968,0,0.0,0.221,57.06,0
Thu Sep 17 01:13:48 2020,6.208,43.225,16.708,4096.0,96.545023437,0,0.0,0.199,57.46,0
Thu Sep 17 01:13:55 2020,6.209,43.172,17.039,4090.88,96.550019531,0,0.0,0.326,53.86,0
Thu Sep 17 01:14:02 2020,6.207,42.827,16.625,4083.2,96.548777343,0,0.0,0.518,50.18,0
Thu Sep 17 01:14:09 2020,6.208,42.547,16.651,4078.08,96.54740625,0,0.0,0.287,54.31,0
Thu Sep 17 01:14:16 2020,6.208,42.525,14.727,4067.84,96.549199218,0,0.0,0.313,52.94,0
Thu Sep 17 01:14:23 2020,6.205,42.134,12.66,4060.16,96.547238281,0,0.0,0.301,53.85,0
Thu Sep 17 01:14:30 2020,6.21,42.137,14.865,4055.04,96.545832031,0,0.0,0.212,56.34,0
Thu Sep 17 01:14:37 2020,6.208,42.391,14.021,4047.36,96.546859375,0,0.0,0.266,54.49,0
Thu Sep 17 01:14:44 2020,6.207,42.545,13.702,4052.48,96.5476875,0,0.0,0.282,53.53,0
Thu Sep 17 01:14:51 2020,6.211,42.693,12.403,4037.12,96.545953125,0,0.0,0.753,48.72,0
Thu Sep 17 01:14:59 2020,6.208,42.661,11.987,3998.72,96.5480625,0,0.0,0.605,47.27,0
Thu Sep 17 01:15:06 2020,6.206,42.618,11.262,3983.36,96.544507812,0,0.0,1.057,45.4,0
Thu Sep 17 01:15:13 2020,6.207,42.51,12.026,3991.04,96.54496875,0,0.0,0.526,47.71,0
Thu Sep 17 01:15:20 2020,6.21,42.487,11.93,3970.56,96.542273437,0,0.0,0.777,47.45,0
Thu Sep 17 01:15:27 2020,6.207,42.52,11.309,3988.48,96.54228125,0,0.0,0.342,49.02,0
Thu Sep 17 01:15:34 2020,6.207,42.497,12.236,3919.36,96.540503906,0,0.0,0.533,47.7,0
Thu Sep 17 01:15:41 2020,6.208,42.459,11.709,3914.24,96.541574218,0,0.0,1.236,45.36,0
Thu Sep 17 01:15:48 2020,6.208,42.361,10.939,3904.0,96.538742187,0,0.0,0.478,46.21,0
Thu Sep 17 01:15:55 2020,6.211,42.328,12.191,3919.36,96.5385,0,0.0,0.183,54.92,0
Thu Sep 17 01:16:02 2020,6.206,42.381,12.297,3880.96,96.541433593,0,0.0,0.203,54.68,0
Thu Sep 17 01:16:09 2020,6.211,42.479,12.731,3863.04,96.5403125,0,0.0,0.397,48.96,0
Thu Sep 17 01:16:16 2020,6.209,42.442,12.593,3865.6,96.54134375,0,0.0,0.507,47.67,0
Thu Sep 17 01:16:23 2020,6.207,42.484,12.957,3855.36,96.540402343,0,0.0,0.273,52.54,0
Thu Sep 17 01:16:30 2020,6.209,42.437,15.596,3824.64,96.540171875,0,0.0,0.275,52.44,0
Thu Sep 17 01:16:37 2020,6.209,42.187,14.465,3809.28,96.541054687,0,0.0,0.332,50.63,0
Thu Sep 17 01:16:44 2020,6.206,42.16,14.732,3801.6,96.539472656,0,0.0,0.184,55.62,0
Thu Sep 17 01:16:51 2020,6.209,42.102,13.72,3786.24,96.541558593,0,0.0,0.34,51.34,0
Thu Sep 17 01:16:58 2020,6.21,42.089,13.301,3773.44,96.538542968,0,0.0,0.174,55.69,0
Thu Sep 17 01:17:05 2020,6.229,42.197,12.292,3750.4,96.538929687,0,0.0,0.351,50.75,0
Thu Sep 17 01:17:12 2020,6.208,42.185,12.895,3732.48,96.539773437,0,0.0,0.448,48.69,0
Thu Sep 17 01:17:19 2020,6.209,42.238,12.405,3714.56,96.538589843,0,0.0,0.345,50.34,0
Thu Sep 17 01:17:26 2020,6.206,42.296,12.904,3709.44,96.543257812,0,0.0,0.469,48.32,0
Thu Sep 17 01:17:33 2020,6.206,42.152,13.159,3691.52,96.54415625,0,0.0,0.412,48.8,0
Thu Sep 17 01:17:40 2020,6.208,41.863,14.35,3681.28,96.544363281,0,0.0,0.255,52.68,0
Thu Sep 17 01:17:47 2020,6.209,41.754,13.311,3660.8,96.541726562,0,0.0,0.236,53.32,0
Thu Sep 17 01:17:54 2020,6.206,41.747,12.01,3650.56,96.544253906,0,0.0,0.229,54.2,0
Thu Sep 17 01:18:01 2020,6.209,41.805,13.348,3632.64,96.54128125,0,0.0,0.286,52.26,0
Thu Sep 17 01:18:09 2020,6.206,41.676,13.34,3617.28,96.541257812,0,0.0,0.41,49.27,0
Thu Sep 17 01:18:16 2020,6.208,41.508,13.336,3604.48,96.541796875,0,0.0,0.301,51.55,0
Thu Sep 17 01:18:23 2020,6.21,41.535,12.767,3601.92,96.541917968,0,0.0,0.214,54.15,0
Thu Sep 17 01:18:30 2020,6.207,41.638,13.641,3594.24,96.541753906,0,0.0,0.197,54.94,0
Thu Sep 17 01:18:37 2020,6.207,41.868,12.998,3594.24,96.539875,0,0.0,0.186,55.46,0
Thu Sep 17 01:18:44 2020,6.212,41.971,12.896,3584.0,96.541394531,0,0.0,0.174,56.16,0
Thu Sep 17 01:18:51 2020,6.209,42.175,13.246,3581.44,96.540617187,0,0.0,0.171,56.31,0
Thu Sep 17 01:18:58 2020,6.207,42.323,12.725,3573.76,96.541644531,0,0.0,0.283,53.03,0
Thu Sep 17 01:19:05 2020,6.209,42.416,15.428,3555.84,96.545550781,0,0.0,0.389,48.6,0
Thu Sep 17 01:19:12 2020,6.209,42.424,14.459,3543.04,96.542144531,0,0.0,0.29,52.01,0
Thu Sep 17 01:19:19 2020,6.21,42.119,12.19,3535.36,96.540539062,0,0.0,0.408,48.61,0
Thu Sep 17 01:19:26 2020,6.21,41.805,13.433,3527.68,96.540828125,0,0.0,0.234,53.77,0
Thu Sep 17 01:19:33 2020,6.206,41.832,14.549,3520.0,96.537578125,0,0.0,0.292,51.92,0
Thu Sep 17 01:19:40 2020,6.21,41.754,14.724,3512.32,96.539035156,0,0.0,0.188,55.34,0
Thu Sep 17 01:19:47 2020,6.209,41.827,14.692,3507.2,96.539804687,0,0.0,0.175,55.94,0
