EarthPod Sensor Log
Created: Thu Jul 16 01:17:27 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Thu Sep 17 01:19:54 2020,6.206,41.981,13.906,3499.52,96.539859375,0,0.0,0.165,56.48,0
Thu Sep 17 01:20:01 2020,6.209,42.049,13.554,3494.4,96.541667968,0,0.0,0.155,56.96,0
Thu Sep 17 01:20:08 2020,6.208,42.202,15.338,3489.28,96.543121093,0,0.0,0.152,57.21,0
Thu Sep 17 01:20:15 2020,6.207,42.316,13.996,3481.6,96.537808593,0,0.0,0.154,57.3,0
Thu Sep 17 01:20:22 2020,6.208,42.424,13.619,3479.04,96.540332031,0,0.0,0.159,57.32,0
Thu Sep 17 01:20:29 2020,6.208,42.542,13.38,3473.92,96.540746093,0,0.0,0.157,57.55,0
Thu Sep 17 01:20:36 2020,6.206,42.505,13.827,3466.24,96.540582031,0,0.0,0.226,55.54,0
Thu Sep 17 01:20:43 2020,6.207,42.437,13.456,3458.56,96.541757812,0,0.0,0.287,53.67,0
Thu Sep 17 01:20:50 2020,6.211,42.313,13.101,3448.32,96.539375,0,0.0,0.313,52.54,0
Thu Sep 17 01:20:57 2020,6.206,42.114,13.999,3440.64,96.542472656,0,0.0,0.234,54.52,0
Thu Sep 17 01:21:04 2020,6.208,41.986,13.845,3430.4,96.538132812,0,0.0,0.204,55.58,0
Thu Sep 17 01:21:11 2020,6.21,41.948,13.365,3425.28,96.539035156,0,0.0,0.173,56.61,0
Thu Sep 17 01:21:19 2020,6.208,42.006,13.378,3417.6,96.541457031,0,0.0,0.18,56.53,0
Thu Sep 17 01:21:26 2020,6.208,42.044,14.134,3415.04,96.541585937,0,0.0,0.195,56.21,0
Thu Sep 17 01:21:33 2020,6.21,42.026,12.756,3402.24,96.54040625,0,0.0,0.179,56.68,0
Thu Sep 17 01:21:40 2020,6.206,42.039,15.251,3397.12,96.541039062,0,0.0,0.215,55.07,0
Thu Sep 17 01:21:47 2020,6.209,42.051,16.11,3392.0,96.542324218,0,0.0,0.175,56.73,0
Thu Sep 17 01:21:54 2020,6.21,41.968,15.357,3384.32,96.541769531,0,0.0,0.169,57.07,0
Thu Sep 17 01:22:01 2020,6.207,42.152,15.155,3379.2,96.541835937,0,0.0,0.176,57.05,0
Thu Sep 17 01:22:08 2020,6.205,42.074,16.944,3361.28,96.540566406,0,0.0,0.639,48.94,0
Thu Sep 17 01:22:15 2020,6.211,41.764,16.445,3358.72,96.541878906,0,0.0,0.306,50.86,0
Thu Sep 17 01:22:22 2020,6.208,41.737,15.763,3358.72,96.539578125,0,0.0,0.186,56.18,0
Thu Sep 17 01:22:29 2020,6.207,41.915,14.724,3348.48,96.540878906,0,0.0,0.283,53.26,0
Thu Sep 17 01:22:36 2020,6.208,41.948,13.606,3335.68,96.540867187,0,0.0,0.418,49.15,0
Thu Sep 17 01:22:43 2020,6.21,41.759,13.153,3335.68,96.540703125,0,0.0,0.386,49.06,0
Thu Sep 17 01:22:50 2020,6.206,41.696,12.281,3333.12,96.537738281,0,0.0,0.469,48.86,0
Thu Sep 17 01:22:57 2020,6.21,41.492,13.214,3330.56,96.539515625,0,0.0,0.376,49.62,0
Thu Sep 17 01:23:04 2020,6.209,41.495,14.176,3325.44,96.537683593,0,0.0,0.31,51.44,0
Thu Sep 17 01:23:11 2020,6.208,41.447,12.161,3320.32,96.537960937,0,0.0,0.233,54.13,0
Thu Sep 17 01:23:18 2020,6.21,41.445,12.083,3317.76,96.535265625,0,0.0,0.256,53.58,0
Thu Sep 17 01:23:25 2020,6.209,41.437,12.835,3304.96,96.536671875,0,0.0,0.313,51.97,0
Thu Sep 17 01:23:32 2020,6.203,41.455,13.822,3302.4,96.538054687,0,0.0,0.242,54.04,0
Thu Sep 17 01:23:39 2020,6.208,41.417,12.213,3294.72,96.536183593,0,0.0,0.205,54.79,0
Thu Sep 17 01:23:46 2020,6.203,41.51,12.568,3287.04,96.537117187,0,0.0,0.318,51.84,0
Thu Sep 17 01:23:53 2020,6.209,41.482,11.575,3276.8,96.537277343,0,0.0,0.214,54.84,0
Thu Sep 17 01:24:00 2020,6.211,41.49,13.346,3264.0,96.537214843,0,0.0,0.189,55.72,0
Thu Sep 17 01:24:07 2020,6.209,41.497,14.242,3251.2,96.534777343,0,0.0,0.242,53.82,0
Thu Sep 17 01:24:14 2020,6.206,41.54,13.99,3235.84,96.538023437,0,0.0,0.172,56.39,0
Thu Sep 17 01:24:21 2020,6.21,41.558,15.179,3228.16,96.538332031,0,0.0,0.198,55.73,0
Thu Sep 17 01:24:29 2020,6.209,41.49,13.447,3220.48,96.536265625,0,0.0,0.26,54.03,0
Thu Sep 17 01:24:36 2020,6.207,41.402,11.764,3212.8,96.53384375,0,0.0,0.207,55.5,0
Thu Sep 17 01:24:43 2020,6.208,41.54,12.489,3205.12,96.538871093,0,0.0,0.206,55.45,0
Thu Sep 17 01:24:50 2020,6.208,41.558,13.189,3197.44,96.536957031,0,0.0,0.242,54.51,0
Thu Sep 17 01:24:57 2020,6.205,41.5,14.826,3189.76,96.537460937,0,0.0,0.322,51.41,0
Thu Sep 17 01:25:04 2020,6.208,41.518,13.11,3184.64,96.536054687,0,0.0,0.393,48.19,0
Thu Sep 17 01:25:11 2020,6.208,41.681,13.987,3179.52,96.53528125,0,0.0,0.352,49.22,0
Thu Sep 17 01:25:18 2020,6.207,41.709,13.845,3174.4,96.53403125,0,0.0,0.273,52.61,0
Thu Sep 17 01:25:25 2020,6.21,41.686,13.386,3166.72,96.534964843,0,0.0,0.179,55.54,0
Thu Sep 17 01:25:32 2020,6.206,41.805,13.778,3159.04,96.535871093,0,0.0,0.181,56.05,0
Thu Sep 17 01:25:39 2020,6.209,41.868,16.624,3151.36,96.537574218,0,0.0,0.202,55.64,0
Thu Sep 17 01:25:46 2020,6.211,41.79,18.511,3146.24,96.53734375,0,0.0,0.26,53.69,0
Thu Sep 17 01:25:53 2020,6.208,41.52,18.144,3138.56,96.537066406,0,0.0,0.257,53.67,0
Thu Sep 17 01:26:00 2020,6.207,41.351,18.536,3130.88,96.539539062,0,0.0,0.186,56.07,0
Thu Sep 17 01:26:07 2020,6.21,41.178,17.21,3123.2,96.541660156,0,0.0,0.363,50.68,0
Thu Sep 17 01:26:14 2020,6.21,41.17,15.423,3112.96,96.540832031,0,0.0,0.312,49.98,0
Thu Sep 17 01:26:21 2020,6.209,41.364,14.363,3107.84,96.537839843,0,0.0,0.35,49.4,0
Thu Sep 17 01:26:28 2020,6.212,41.497,13.241,3100.16,96.536484375,0,0.0,0.239,53.41,0
Thu Sep 17 01:26:35 2020,6.208,41.57,14.485,3092.48,96.536710937,0,0.0,0.214,53.74,0
Thu Sep 17 01:26:42 2020,6.205,41.689,13.665,3084.8,96.536796875,0,0.0,0.286,52.16,0
Thu Sep 17 01:26:49 2020,6.206,41.742,14.039,3074.56,96.536097656,0,0.0,0.235,53.48,0
Thu Sep 17 01:26:56 2020,6.207,41.714,16.421,3066.88,96.535859375,0,0.0,0.205,54.93,0
Thu Sep 17 01:27:03 2020,6.204,41.666,17.131,3059.2,96.540324218,0,0.0,0.178,55.82,0
Thu Sep 17 01:27:10 2020,6.21,41.502,15.908,3051.52,96.538851562,0,0.0,0.178,56.13,0
Thu Sep 17 01:27:17 2020,6.208,41.485,16.517,3041.28,96.537035156,0,0.0,0.252,53.86,0
Thu Sep 17 01:27:24 2020,6.208,41.447,16.867,3031.04,96.538433593,0,0.0,0.264,53.47,0
Thu Sep 17 01:27:31 2020,6.207,41.283,17.094,3025.92,96.540417968,0,0.0,0.205,55.35,0
Thu Sep 17 01:27:38 2020,6.207,41.261,17.837,3018.24,96.535296875,0,0.0,0.182,56.27,0
Thu Sep 17 01:27:46 2020,6.206,41.359,18.113,3013.12,96.537476562,0,0.0,0.283,52.82,0
Thu Sep 17 01:27:53 2020,6.207,41.326,18.579,3005.44,96.53525,0,0.0,0.236,53.99,0
Thu Sep 17 01:28:00 2020,6.206,41.309,18.312,2997.76,96.543109375,0,0.0,0.176,55.78,0
Thu Sep 17 01:28:07 2020,6.208,41.16,17.907,2990.08,96.5428125,0,0.0,0.323,51.64,0
Thu Sep 17 01:28:14 2020,6.208,41.153,16.526,2982.4,96.544859375,0,0.0,0.402,47.93,0
Thu Sep 17 01:28:21 2020,6.209,41.049,17.3,2972.16,96.545523437,0,0.0,0.325,50.58,0
Thu Sep 17 01:28:28 2020,6.207,40.961,17.127,2964.48,96.5455625,0,0.0,0.35,50.63,0
Thu Sep 17 01:28:35 2020,6.208,40.833,17.233,2954.24,96.545285156,0,0.0,0.279,52.64,0
Thu Sep 17 01:28:42 2020,6.208,40.815,17.424,2944.0,96.544191406,0,0.0,0.249,53.13,0
Thu Sep 17 01:28:49 2020,6.209,40.828,16.494,2933.76,96.543347656,0,0.0,0.245,53.59,0
Thu Sep 17 01:28:56 2020,6.211,40.911,13.056,2923.52,96.543007812,0,0.0,0.204,54.99,0
Thu Sep 17 01:29:03 2020,6.206,40.994,13.439,2910.72,96.541875,0,0.0,0.232,54.33,0
Thu Sep 17 01:29:10 2020,6.21,40.966,15.684,2900.48,96.541542968,0,0.0,0.219,54.71,0
Thu Sep 17 01:29:17 2020,6.208,40.994,16.973,2890.24,96.54384375,0,0.0,0.213,54.84,0
Thu Sep 17 01:29:24 2020,6.206,40.805,14.903,2882.56,96.542617187,0,0.0,0.238,54.0,0
Thu Sep 17 01:29:31 2020,6.211,40.808,16.983,2872.32,96.54234375,0,0.0,0.252,53.54,0
Thu Sep 17 01:29:38 2020,6.211,40.78,18.51,2867.2,96.543277343,0,0.0,0.223,54.68,0
Thu Sep 17 01:29:45 2020,6.207,40.777,18.713,2856.96,96.540675781,0,0.0,0.324,51.13,0
Thu Sep 17 01:29:52 2020,6.208,40.538,15.449,2849.28,96.540042968,0,0.0,0.287,52.08,0
Thu Sep 17 01:29:59 2020,6.209,40.531,13.436,2841.6,96.538632812,0,0.0,0.276,52.4,0
Thu Sep 17 01:30:06 2020,6.207,40.578,12.968,2831.36,96.536933593,0,0.0,0.236,53.44,0
Thu Sep 17 01:30:13 2020,6.206,40.722,14.379,2823.68,96.539058593,0,0.0,0.277,52.27,0
Thu Sep 17 01:30:20 2020,6.209,40.76,15.22,2818.56,96.541277343,0,0.0,0.222,54.1,0
Thu Sep 17 01:30:27 2020,6.209,40.667,15.176,2808.32,96.541640625,0,0.0,0.205,54.53,0
Thu Sep 17 01:30:34 2020,6.208,40.694,15.608,2798.08,96.539789062,0,0.0,0.238,53.59,0
Thu Sep 17 01:30:41 2020,6.207,40.692,17.498,2790.4,96.540886718,0,0.0,0.236,53.61,0
Thu Sep 17 01:30:48 2020,6.208,40.458,18.363,2780.16,96.540003906,0,0.0,0.247,53.14,0
Thu Sep 17 01:30:56 2020,6.206,40.43,17.138,2775.04,96.541425781,0,0.0,0.222,53.82,0
Thu Sep 17 01:31:03 2020,6.209,40.347,14.958,2767.36,96.540132812,0,0.0,0.224,53.53,0
Thu Sep 17 01:31:10 2020,6.207,40.44,13.879,2759.68,96.54128125,0,0.0,0.225,53.52,0
Thu Sep 17 01:31:17 2020,6.208,40.523,14.207,2752.0,96.540078125,0,0.0,0.197,54.52,0
Thu Sep 17 01:31:24 2020,6.209,40.596,17.129,2746.88,96.540828125,0,0.0,0.286,52.04,0
Thu Sep 17 01:31:31 2020,6.207,40.578,18.33,2739.2,96.540902343,0,0.0,0.362,49.46,0
Thu Sep 17 01:31:38 2020,6.208,40.445,19.049,2734.08,96.541765625,0,0.0,0.336,49.55,0
Thu Sep 17 01:31:45 2020,6.21,40.327,18.577,2728.96,96.539863281,0,0.0,0.28,51.46,0
Thu Sep 17 01:31:52 2020,6.206,40.249,17.8,2721.28,96.538410156,0,0.0,0.226,53.75,0
Thu Sep 17 01:31:59 2020,6.207,40.216,17.35,2716.16,96.541316406,0,0.0,0.211,54.04,0
Thu Sep 17 01:32:06 2020,6.212,40.279,18.618,2708.48,96.537515625,0,0.0,0.305,51.36,0
Thu Sep 17 01:32:13 2020,6.206,40.171,17.869,2703.36,96.540601562,0,0.0,0.212,54.1,0
Thu Sep 17 01:32:20 2020,6.209,40.218,17.346,2698.24,96.538886718,0,0.0,0.259,53.02,0
Thu Sep 17 01:32:27 2020,6.212,40.135,18.037,2693.12,96.540074218,0,0.0,0.38,48.69,0
Thu Sep 17 01:32:34 2020,6.209,40.118,18.035,2685.44,96.540316406,0,0.0,0.444,46.99,0
Thu Sep 17 01:32:41 2020,6.207,40.12,19.084,2677.76,96.540394531,0,0.0,0.481,45.82,0
Thu Sep 17 01:32:48 2020,6.208,39.997,18.179,2672.64,96.539519531,0,0.0,0.418,46.05,0
Thu Sep 17 01:32:55 2020,6.209,39.959,19.203,2667.52,96.539195312,0,0.0,0.344,48.4,0
Thu Sep 17 01:33:02 2020,6.208,40.062,18.576,2659.84,96.541117187,0,0.0,0.304,49.59,0
Thu Sep 17 01:33:09 2020,6.209,40.055,19.334,2652.16,96.540628906,0,0.0,0.232,52.84,0
Thu Sep 17 01:33:16 2020,6.207,39.997,18.469,2641.92,96.540851562,0,0.0,0.25,52.61,0
Thu Sep 17 01:33:23 2020,6.207,39.919,17.658,2634.24,96.539464843,0,0.0,0.398,48.03,0
Thu Sep 17 01:33:30 2020,6.209,39.735,16.723,2624.0,96.539796875,0,0.0,0.292,50.39,0
Thu Sep 17 01:33:37 2020,6.208,39.768,16.093,2613.76,96.538492187,0,0.0,0.335,49.41,0
Thu Sep 17 01:33:44 2020,6.206,39.947,14.904,2611.2,96.537339843,0,0.0,0.366,48.31,0
Thu Sep 17 01:33:51 2020,6.21,40.095,14.472,2602.24,96.538496093,0,0.0,0.275,51.2,0
Thu Sep 17 01:33:58 2020,6.207,40.259,14.73,2597.12,96.536980468,0,0.0,0.331,49.69,0
Thu Sep 17 01:34:06 2020,6.206,40.367,14.329,2589.44,96.539421875,0,0.0,0.385,48.29,0
Thu Sep 17 01:34:13 2020,6.208,40.42,14.099,2581.76,96.538398437,0,0.0,0.269,51.8,0
Thu Sep 17 01:34:20 2020,6.206,40.397,13.548,2575.36,96.538859375,0,0.0,0.27,52.05,0
Thu Sep 17 01:34:27 2020,6.21,40.385,13.775,2567.68,96.537,0,0.0,0.185,54.78,0
Thu Sep 17 01:34:34 2020,6.209,40.402,15.95,2560.0,96.536195312,0,0.0,0.212,54.11,0
Thu Sep 17 01:34:41 2020,6.205,40.289,15.17,2553.6,96.535414062,0,0.0,0.217,53.83,0
Thu Sep 17 01:34:48 2020,6.208,40.271,16.868,2545.92,96.539515625,0,0.0,0.246,53.28,0
Thu Sep 17 01:34:55 2020,6.211,40.208,16.934,2540.8,96.537183593,0,0.0,0.201,54.07,0
Thu Sep 17 01:35:02 2020,6.207,40.186,15.776,2534.4,96.537832031,0,0.0,0.371,49.17,0
Thu Sep 17 01:35:09 2020,6.206,40.163,15.042,2526.72,96.535476562,0,0.0,0.195,54.31,0
Thu Sep 17 01:35:16 2020,6.208,40.226,13.621,2519.04,96.538207031,0,0.0,0.215,53.96,0
Thu Sep 17 01:35:23 2020,6.212,40.259,16.809,2512.64,96.537441406,0,0.0,0.206,54.38,0
Thu Sep 17 01:35:30 2020,6.207,40.322,17.591,2504.96,96.541105468,0,0.0,0.185,55.02,0
Thu Sep 17 01:35:37 2020,6.209,40.168,18.103,2496.0,96.5394375,0,0.0,0.185,55.09,0
Thu Sep 17 01:35:44 2020,6.206,40.13,18.144,2487.04,96.539816406,0,0.0,0.184,55.15,0
Thu Sep 17 01:35:51 2020,6.21,40.022,15.139,2479.36,96.536730468,0,0.0,0.261,52.3,0
Thu Sep 17 01:35:58 2020,6.21,40.211,13.868,2471.68,96.535929687,0,0.0,0.208,54.32,0
Thu Sep 17 01:36:05 2020,6.207,40.294,15.89,2464.0,96.539550781,0,0.0,0.208,54.47,0
Thu Sep 17 01:36:12 2020,6.207,40.357,17.524,2456.32,96.537054687,0,0.0,0.166,55.71,0
Thu Sep 17 01:36:19 2020,6.213,40.445,18.936,2451.2,96.539820312,0,0.0,0.259,52.78,0
Thu Sep 17 01:36:26 2020,6.21,40.438,16.587,2443.52,96.5395625,0,0.0,0.203,54.43,0
Thu Sep 17 01:36:33 2020,6.207,40.45,14.514,2440.96,96.539757812,0,0.0,0.441,48.74,0
Thu Sep 17 01:36:40 2020,6.21,40.332,14.747,2435.84,96.536316406,0,0.0,0.205,53.36,0
Thu Sep 17 01:36:47 2020,6.205,40.375,15.783,2429.44,96.537253906,0,0.0,0.197,54.52,0
Thu Sep 17 01:36:54 2020,6.206,40.332,16.777,2421.76,96.539800781,0,0.0,0.354,49.82,0
Thu Sep 17 01:37:01 2020,6.208,40.229,15.585,2416.64,96.537777343,0,0.0,0.372,48.8,0
Thu Sep 17 01:37:08 2020,6.207,40.261,14.372,2408.96,96.535734375,0,0.0,0.249,52.71,0
Thu Sep 17 01:37:16 2020,6.206,40.314,13.845,2402.56,96.537339843,0,0.0,0.229,53.63,0
Thu Sep 17 01:37:23 2020,6.21,40.367,14.564,2394.88,96.539085937,0,0.0,0.229,53.61,0
Thu Sep 17 01:37:30 2020,6.208,40.319,15.393,2385.92,96.538855468,0,0.0,0.275,52.26,0
Thu Sep 17 01:37:37 2020,6.21,40.271,16.011,2380.8,96.539839843,0,0.0,0.295,51.37,0
Thu Sep 17 01:37:44 2020,6.208,40.299,18.502,2374.4,96.539335937,0,0.0,0.248,53.13,0
Thu Sep 17 01:37:51 2020,6.208,40.186,18.858,2365.44,96.539699218,0,0.0,0.22,54.02,0
Thu Sep 17 01:37:58 2020,6.207,40.098,20.187,2357.76,96.537996093,0,0.0,0.25,52.87,0
Thu Sep 17 01:38:05 2020,6.209,39.768,19.752,2351.36,96.546210937,0,0.0,0.211,53.92,0
Thu Sep 17 01:38:12 2020,6.206,39.675,15.695,2344.96,96.546160156,0,0.0,0.238,53.17,0
Thu Sep 17 01:38:19 2020,6.209,39.823,14.076,2338.56,96.540261718,0,0.0,0.311,50.75,0
Thu Sep 17 01:38:26 2020,6.212,39.962,16.088,2332.16,96.540804687,0,0.0,0.192,54.37,0
Thu Sep 17 01:38:33 2020,6.206,40.055,18.058,2327.04,96.545777343,0,0.0,0.361,49.43,0
Thu Sep 17 01:38:40 2020,6.208,40.208,17.266,2320.64,96.540636718,0,0.0,0.197,54.2,0
Thu Sep 17 01:38:47 2020,6.209,40.312,17.762,2315.52,96.542113281,0,0.0,0.22,53.45,0
Thu Sep 17 01:38:54 2020,6.214,40.339,17.782,2310.4,96.5405,0,0.0,0.172,54.87,0
Thu Sep 17 01:39:01 2020,6.207,40.392,19.38,2305.28,96.543375,0,0.0,0.2,54.26,0
Thu Sep 17 01:39:08 2020,6.209,40.183,17.456,2298.88,96.542101562,0,0.0,0.191,54.46,0
Thu Sep 17 01:39:15 2020,6.208,40.045,17.103,2291.2,96.544195312,0,0.0,0.201,54.3,0
Thu Sep 17 01:39:22 2020,6.209,39.972,18.313,2282.24,96.5449375,0,0.0,0.328,50.64,0
Thu Sep 17 01:39:29 2020,6.21,39.884,18.824,2280.96,96.543226562,0,0.0,0.174,55.01,0
Thu Sep 17 01:39:36 2020,6.21,39.962,18.304,2275.84,96.537132812,0,0.0,0.174,55.25,0
Thu Sep 17 01:39:43 2020,6.207,40.156,17.652,2270.72,96.537679687,0,0.0,0.193,54.79,0
Thu Sep 17 01:39:50 2020,6.21,40.259,17.565,2264.32,96.540382812,0,0.0,0.179,55.29,0
Thu Sep 17 01:39:57 2020,6.207,40.357,17.408,2259.2,96.5385,0,0.0,0.545,47.86,0
Thu Sep 17 01:40:04 2020,6.207,40.229,17.391,2251.52,96.539410156,0,0.0,0.476,45.06,0
Thu Sep 17 01:40:11 2020,6.21,40.11,15.968,2247.68,96.535304687,0,0.0,0.239,51.17,0
Thu Sep 17 01:40:18 2020,6.208,40.254,14.822,2240.0,96.537921875,0,0.0,0.224,52.91,0
Thu Sep 17 01:40:26 2020,6.209,40.281,15.199,2231.04,96.539089843,0,0.0,0.171,54.53,0
Thu Sep 17 01:40:33 2020,6.208,40.445,17.642,2229.76,96.539566406,0,0.0,0.209,53.25,0
Thu Sep 17 01:40:40 2020,6.208,40.483,17.387,2222.08,96.540523437,0,0.0,0.325,50.3,0
Thu Sep 17 01:40:47 2020,6.206,40.364,15.09,2211.84,96.537011718,0,0.0,0.756,45.72,0
Thu Sep 17 01:40:54 2020,6.208,40.417,15.736,2206.72,96.535546875,0,0.0,0.545,45.22,0
Thu Sep 17 01:41:01 2020,6.208,40.425,14.953,2201.6,96.534898437,0,0.0,0.31,49.76,0
Thu Sep 17 01:41:08 2020,6.207,40.478,13.099,2196.48,96.535648437,0,0.0,0.416,45.79,0
Thu Sep 17 01:41:15 2020,6.211,40.39,13.491,2190.08,96.534414062,0,0.0,0.438,45.33,0
Thu Sep 17 01:41:22 2020,6.207,40.297,14.668,2187.52,96.536445312,0,0.0,0.27,49.35,0
Thu Sep 17 01:41:29 2020,6.207,40.359,13.412,2183.68,96.533261718,0,0.0,0.265,50.79,0
Thu Sep 17 01:41:36 2020,6.209,40.382,14.476,2179.84,96.532820312,0,0.0,0.468,46.62,0
Thu Sep 17 01:41:43 2020,6.209,40.425,15.39,2177.28,96.533679687,0,0.0,0.162,53.78,0
Thu Sep 17 01:41:50 2020,6.206,40.478,14.262,2172.16,96.534332031,0,0.0,0.307,49.83,0
Thu Sep 17 01:41:57 2020,6.209,40.546,13.662,2168.32,96.53590625,0,0.0,0.284,50.21,0
Thu Sep 17 01:42:04 2020,6.204,40.548,13.505,2164.48,96.533148437,0,0.0,0.164,54.55,0
Thu Sep 17 01:42:11 2020,6.209,40.475,14.712,2160.64,96.535507812,0,0.0,0.197,53.73,0
Thu Sep 17 01:42:18 2020,6.21,40.458,16.249,2155.52,96.535683593,0,0.0,0.262,51.84,0
Thu Sep 17 01:42:25 2020,6.208,40.42,18.466,2151.68,96.535507812,0,0.0,0.186,54.23,0
Thu Sep 17 01:42:32 2020,6.206,40.216,19.737,2147.84,96.536398437,0,0.0,0.203,53.74,0
Thu Sep 17 01:42:39 2020,6.209,40.062,20.495,2142.72,96.536195312,0,0.0,0.178,54.52,0
Thu Sep 17 01:42:46 2020,6.209,40.055,18.348,2137.6,96.536128906,0,0.0,0.192,54.28,0
Thu Sep 17 01:42:53 2020,6.207,39.886,19.906,2133.76,96.534054687,0,0.0,0.224,53.37,0
Thu Sep 17 01:43:00 2020,6.209,39.798,19.587,2129.92,96.538644531,0,0.0,0.185,54.38,0
Thu Sep 17 01:43:07 2020,6.208,39.957,18.597,2123.52,96.53515625,0,0.0,0.203,53.84,0
Thu Sep 17 01:43:14 2020,6.208,40.085,19.651,2118.4,96.53265625,0,0.0,0.163,55.04,0
Thu Sep 17 01:43:21 2020,6.207,40.229,19.317,2114.56,96.536863281,0,0.0,0.164,55.19,0
Thu Sep 17 01:43:28 2020,6.208,40.372,18.748,2109.44,96.536785156,0,0.0,0.163,55.31,0
Thu Sep 17 01:43:35 2020,6.209,40.364,19.271,2101.76,96.533703125,0,0.0,0.259,52.42,0
Thu Sep 17 01:43:43 2020,6.211,40.513,19.337,2096.64,96.536785156,0,0.0,0.226,52.64,0
Thu Sep 17 01:43:50 2020,6.207,40.511,19.573,2088.96,96.538144531,0,0.0,0.187,54.28,0
Thu Sep 17 01:43:57 2020,6.206,40.337,19.502,2082.56,96.535324218,0,0.0,0.173,54.88,0
Thu Sep 17 01:44:04 2020,6.211,40.203,19.75,2076.16,96.5386875,0,0.0,0.166,55.13,0
Thu Sep 17 01:44:11 2020,6.207,40.12,19.56,2071.04,96.538765625,0,0.0,0.169,55.18,0
Thu Sep 17 01:44:18 2020,6.208,40.032,19.375,2064.64,96.537253906,0,0.0,0.217,53.66,0
Thu Sep 17 01:44:25 2020,6.211,40.055,18.257,2059.52,96.535414062,0,0.0,0.187,54.48,0
Thu Sep 17 01:44:32 2020,6.207,40.037,20.123,2054.4,96.5379375,0,0.0,0.166,55.13,0
Thu Sep 17 01:44:39 2020,6.21,39.954,18.922,2049.28,96.532492187,0,0.0,0.16,55.43,0
Thu Sep 17 01:44:46 2020,6.211,40.052,19.494,2044.16,96.537316406,0,0.0,0.167,55.3,0
Thu Sep 17 01:44:53 2020,6.209,39.969,18.296,2041.6,96.534648437,0,0.0,0.176,54.95,0
Thu Sep 17 01:45:00 2020,6.207,39.987,18.405,2035.2,96.535945312,0,0.0,0.299,50.41,0
Thu Sep 17 01:45:07 2020,6.211,39.984,19.621,2031.36,96.536414062,0,0.0,0.299,49.9,0
Thu Sep 17 01:45:14 2020,6.209,40.113,19.485,2026.24,96.534703125,0,0.0,0.174,54.4,0
Thu Sep 17 01:45:21 2020,6.208,40.186,19.111,2021.12,96.534792968,0,0.0,0.216,53.46,0
Thu Sep 17 01:45:28 2020,6.21,39.992,14.718,2019.84,96.53753125,0,0.0,0.371,48.22,0
Thu Sep 17 01:45:35 2020,6.206,39.919,13.862,2013.44,96.537234375,0,0.0,0.333,48.74,0
Thu Sep 17 01:45:42 2020,6.21,39.972,14.26,2008.32,96.536636718,0,0.0,0.277,50.61,0
Thu Sep 17 01:45:49 2020,6.21,39.909,12.965,2004.48,96.537800781,0,0.0,0.32,48.75,0
Thu Sep 17 01:45:56 2020,6.209,40.032,13.565,1999.36,96.536394531,0,0.0,0.252,51.5,0
Thu Sep 17 01:46:03 2020,6.206,40.055,13.716,1994.24,96.5356875,0,0.0,0.326,48.78,0
Thu Sep 17 01:46:10 2020,6.207,39.942,13.604,1987.84,96.534304687,0,0.0,0.29,49.41,0
Thu Sep 17 01:46:17 2020,6.21,40.015,14.881,1981.44,96.533402343,0,0.0,0.197,53.06,0
Thu Sep 17 01:46:24 2020,6.207,39.952,14.279,1976.32,96.53384375,0,0.0,0.243,51.6,0
Thu Sep 17 01:46:31 2020,6.207,39.944,13.633,1972.48,96.533582031,0,0.0,0.201,52.88,0
Thu Sep 17 01:46:38 2020,6.208,39.957,15.454,1966.08,96.536339843,0,0.0,0.166,54.01,0
Thu Sep 17 01:46:45 2020,6.206,39.999,18.049,1959.68,96.537773437,0,0.0,0.191,53.06,0
Thu Sep 17 01:46:53 2020,6.21,40.113,17.858,1955.84,96.538304687,0,0.0,0.196,53.39,0
Thu Sep 17 01:47:00 2020,6.208,40.02,18.595,1949.44,96.535972656,0,0.0,0.207,52.87,0
Thu Sep 17 01:47:07 2020,6.207,40.007,18.112,1943.04,96.537796875,0,0.0,0.18,53.88,0
Thu Sep 17 01:47:14 2020,6.21,39.833,18.699,1935.36,96.539070312,0,0.0,0.174,54.25,0
Thu Sep 17 01:47:21 2020,6.207,39.806,18.356,1928.96,96.53753125,0,0.0,0.174,54.28,0
Thu Sep 17 01:47:28 2020,6.206,39.682,18.852,1922.56,96.536777343,0,0.0,0.167,54.52,0
Thu Sep 17 01:47:35 2020,6.208,39.685,19.992,1916.16,96.536214843,0,0.0,0.184,53.89,0
Thu Sep 17 01:47:42 2020,6.21,39.682,19.541,1907.2,96.536949218,0,0.0,0.24,51.93,0
Thu Sep 17 01:47:49 2020,6.207,39.483,19.418,1900.8,96.534695312,0,0.0,0.203,53.54,0
Thu Sep 17 01:47:56 2020,6.208,39.461,20.509,1894.4,96.535609375,0,0.0,0.189,53.75,0
Thu Sep 17 01:48:03 2020,6.208,39.448,20.66,1888.0,96.535148437,0,0.0,0.215,52.88,0
Thu Sep 17 01:48:10 2020,6.21,39.491,19.52,1880.32,96.534007812,0,0.0,0.282,51.19,0
Thu Sep 17 01:48:17 2020,6.211,39.352,18.743,1871.36,96.534535156,0,0.0,0.319,49.26,0
